0.021,0.551
0.021,0.585
0.021,0.605
0.021,0.612
0.020,0.627
0.020,0.628
0.020,0.638
0.020,0.642
0.020,0.648
0.020,0.642
0.020,0.656
0.020,0.658
0.019,0.669
0.019,0.669
0.019,0.672
0.019,0.673
0.019,0.684
0.019,0.687
0.019,0.689
0.018,0.698
0.018,0.700
0.018,0.702
0.018,0.707
0.018,0.711
0.018,0.713
0.018,0.715
0.018,0.722
0.018,0.722
0.017,0.725
0.017,0.723
0.017,0.727
0.017,0.728
0.017,0.731
0.017,0.734
0.017,0.733
0.017,0.741
0.017,0.737
0.017,0.737
0.017,0.742
0.016,0.746
0.016,0.747
0.016,0.748
0.016,0.757
0.016,0.751
0.016,0.755
0.016,0.758
0.016,0.757
0.016,0.760
0.016,0.762
0.016,0.769
0.015,0.787
0.015,0.784
0.015,0.786
0.015,0.788
0.014,0.787
0.014,0.790
0.014,0.788
0.014,0.788
0.014,0.791
0.014,0.788
0.014,0.790
0.014,0.787
0.014,0.791
0.014,0.792
0.014,0.793
0.014,0.792
0.014,0.794
0.014,0.793
0.014,0.794
0.014,0.794
0.014,0.795
0.014,0.796
0.014,0.798
0.014,0.794
0.014,0.798
0.014,0.797
0.014,0.796
0.014,0.800
0.014,0.800
0.014,0.796
0.014,0.799
0.014,0.798
0.014,0.802
0.014,0.800
0.014,0.800
0.014,0.799
0.014,0.802
0.014,0.799
0.014,0.801
0.014,0.802
0.014,0.803
0.014,0.804
0.014,0.805
0.014,0.803
0.014,0.805
0.014,0.804
0.014,0.806
0.013,0.807
0.014,0.804
0.014,0.803
0.013,0.809
0.013,0.810
0.013,0.811
0.013,0.810
0.013,0.808
0.013,0.807
0.013,0.809
0.013,0.812
0.013,0.811
0.013,0.809
0.013,0.813
0.013,0.812
0.013,0.809
0.013,0.810
0.013,0.810
0.013,0.813
0.013,0.812
0.013,0.809
0.013,0.812
0.013,0.813
0.013,0.814
0.013,0.811
0.013,0.811
0.013,0.810
0.013,0.814
0.013,0.812
0.013,0.813
0.013,0.814
0.013,0.812
0.013,0.811
0.013,0.814
0.013,0.813
0.013,0.811
0.013,0.813
0.013,0.813
0.013,0.812
0.013,0.808
0.013,0.811
0.013,0.816
0.013,0.813
0.013,0.812
0.013,0.813
0.013,0.813
0.013,0.814
0.013,0.812
0.013,0.809
0.013,0.812
0.013,0.813
0.013,0.811
0.013,0.812
